./gridbenchmark --no-verify --single-prec --double-prec --print-runs --size 512x512x1 512x512x2 512x512x3 512x512x4 512x512x5 512x512x6 512x512x7 512x512x8 512x512x9 512x512x10 512x512x11 512x512x12 512x512x13 512x512x14 512x512x15 512x512x16 512x512x17 512x512x18 512x512x19 512x512x20 512x512x21 512x512x22 512x512x23 512x512x24 512x512x25 512x512x26 512x512x27 512x512x28 512x512x29 512x512x30 512x512x31 512x512x32 512x512x33 512x512x34 512x512x35 512x512x36 512x512x37 512x512x38 512x512x39 512x512x40 512x512x41 512x512x42 512x512x43 512x512x44 512x512x45 512x512x46 512x512x47 512x512x48 512x512x49 512x512x50 512x512x51 512x512x52 512x512x53 512x512x54 512x512x55 512x512x56 512x512x57 512x512x58 512x512x59 512x512x60 512x512x61 512x512x62 512x512x63 512x512x64 --threads 64x1x8 laplap-regular-idxvar laplap-unstr-idxvar laplap-unstr-idxvar -z laplap-unstr-idxvar -n laplap-unstr-idxvar -n -z laplap-unstr-idxvar -c laplap-unstr-idxvar -c -n laplap-unstr-idxvar -c -z laplap-unstr-idxvar -c -z -n laplap-unstr-idxvar-shared laplap-unstr-idxvar-kloop laplap-unstr-idxvar-kloop-sliced laplap-unstr-naive 
Benchmark                           , Precision, Domain size,,, Blocks     ,,, Threads    ,,, Kernel-only execution time                                                                                                                                                                                                                                            
                                    ,          ,   X,   Y,   Z,   X,   Y,   Z,   X,   Y,   Z,   Average,    Median,   Minimum,   Maximum, Run  1   , Run  2   , Run  3   , Run  4   , Run  5   , Run  6   , Run  7   , Run  8   , Run  9   , Run 10   , Run 11   , Run 12   , Run 13   , Run 14   , Run 15   , Run 16   , Run 17   , Run 18   , Run 19   , Run 20   
laplap-unstr-idxvar-z-curves-4      ,    single, 512, 512,  31,   8, 508,   4,  64,   1,   8,    213834,    213620,    210962,    217185,    213133,    210962,    213153,    215933,    215264,    213125,    217185,    213162,    214286,    212469,    212774,    213722,    214470,    215648,    214697,    213334,    212667,    213517,    214704,    212473
laplap-unstr-idxvar-no-chase        ,    single, 512, 512,  31,   8, 508,   4,  64,   1,   8,    251160,    250650,    249151,    253694,    252976,    251230,    249932,    250638,    253694,    251505,    249151,    249574,    252273,    251878,    253214,    249965,    251335,    252059,    250008,    250203,    251813,    250946,    249951,    250846
laplap-unstr-idxvar-no-chase-z-curves-4,    single, 512, 512,  31,   8, 508,   4,  64,   1,   8,    254761,    254980,    251355,    258454,    252377,    254711,    254243,    254847,    255699,    252368,    255185,    254911,    254119,    256214,    258454,    253518,    256969,    254991,    254970,    256079,    251355,    255162,    253459,    255592
laplap-unstr-idxvar-comp            ,    single, 512, 512,  31,   8, 508,   4,  64,   1,   8,    219531,    219226,    217410,    223509,    218424,    220813,    222105,    221325,    220328,    221661,    217410,    217573,    217828,    218919,    217885,    218162,    219030,    222614,    219512,    223509,    217823,    219422,    218201,    218078
laplap-unstr-idxvar-comp-no-chase   ,    single, 512, 512,  31,   8, 508,   4,  64,   1,   8,    193523,    193804,    191098,    196405,    193678,    196405,    192903,    193858,    195531,    193273,    193867,    191908,    191098,    193529,    194129,    194078,    191437,    191195,    193945,    194240,    193740,    193969,    191603,    196083
laplap-unstr-idxvar-comp-z-curves-4 ,    single, 512, 512,  31,   8, 508,   4,  64,   1,   8,    223529,    223420,    220724,    224865,    222394,    223327,    224344,    223988,    223638,    220724,    224416,    224860,    224521,    223357,    224040,    222870,    223970,    224550,    222771,    224865,    223803,    221740,    222559,    223845
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    single, 512, 512,  31,   8, 508,   4,  64,   1,   8,    215208,    215372,    213307,    218096,    214430,    218096,    213620,    215455,    215790,    214162,    216033,    215080,    216153,    214459,    216572,    215288,    214580,    215667,    216312,    215015,    213840,    215804,    214492,    213307
laplap-unstr-idxvar-shared          ,    single, 512, 512,  31,   8, 508,   4,  64,   1,   8,    223646,    223729,    221089,    226666,    223967,    222932,    223936,    223940,    223522,    226666,    224564,    224423,    223125,    225023,    222479,    221089,    223035,    223428,    222009,    226339,    222539,    224598,    222648,    222648
laplap-unstr-idxvar-kloop           ,    single, 512, 512,  31,   8, 508,   1,  64,   1,   1,    197398,    197738,    194339,    200013,    195195,    198843,    195766,    198404,    197173,    198992,    198578,    198820,    194339,    197758,    198714,    197726,    197718,    195787,    197218,    200013,    196632,    195858,    196136,    198297
laplap-unstr-idxvar-kloop-sliced    ,    single, 512, 512,  31,   8, 508,   1,  64,   1,   8,    267735,    268053,    263524,    271009,    269937,    269226,    265439,    268063,    267514,    268043,    263622,    269518,    268039,    268213,    265699,    266074,    267788,    271009,    263524,    266803,    269346,    270783,    267242,    268813
laplap-unstr-naive                  ,    single, 512, 512,  31,   8, 508,   4,  64,   1,   8,    291283,    290920,    287671,    298928,    292715,    290763,    291797,    290553,    290362,    292688,    291530,    290384,    298928,    291480,    290420,    290760,    289825,    291534,    291076,    292238,    290257,    290272,    287671,    290400
laplap-regular-idxvar               ,    double, 512, 512,  31,   8, 508,   4,  64,   1,   8,    229367,    229030,    211341,    240356,    228755,    228004,    222849,    223599,    237468,    236253,    236145,    229306,    221874,    211341,    227820,    238402,    227939,    222414,    238647,    231045,    239038,    228178,    240356,    217911
laplap-unstr-idxvar                 ,    double, 512, 512,  31,   8, 508,   4,  64,   1,   8,    311737,    315427,    278848,    335483,    310986,    307083,    325049,    317790,    289330,    319214,    313064,    321005,    303687,    335483,    318550,    318073,    325553,    312232,    323978,    309589,    301631,    300416,    278848,    303174
laplap-unstr-idxvar-z-curves-4      ,    double, 512, 512,  31,   8, 508,   4,  64,   1,   8,    308841,    309426,    289591,    332296,    316993,    299636,    314551,    316464,    307383,    304762,    305438,    289591,    302941,    317871,    304423,    300983,    300779,    332296,    314611,    310597,    309334,    309519,    307487,    311157
laplap-unstr-idxvar-no-chase        ,    double, 512, 512,  31,   8, 508,   4,  64,   1,   8,    348527,    348224,    328441,    370457,    339928,    342414,    366945,    343591,    368828,    354347,    334706,    348535,    354794,    360731,    328441,    349770,    352748,    340691,    334752,    343470,    347914,    341680,    345803,    370457
laplap-unstr-idxvar-no-chase-z-curves-4,    double, 512, 512,  31,   8, 508,   4,  64,   1,   8,    340721,    339900,    317019,    366379,    347624,    338589,    325281,    327961,    333973,    317019,    336179,    342950,    340957,    339558,    350289,    366379,    347969,    352877,    338842,    332783,    337094,    348442,    355788,    333857
laplap-unstr-idxvar-comp            ,    double, 512, 512,  31,   8, 508,   4,  64,   1,   8,    325035,    323389,    299789,    423273,    313224,    324236,    299789,    331819,    327842,    322993,    312496,    319887,    331472,    318809,    306964,    423273,    322704,    301233,    330194,    323785,    319025,    326079,    320603,    324268
laplap-unstr-idxvar-comp-no-chase   ,    double, 512, 512,  31,   8, 508,   4,  64,   1,   8,    307455,    309715,    291640,    321247,    303792,    303021,    298863,    312533,    302888,    315241,    291640,    301291,    312400,    313447,    312548,    321247,    298844,    313170,    310234,    314466,    314613,    302553,    307030,    299275
laplap-unstr-idxvar-comp-z-curves-4 ,    double, 512, 512,  31,   8, 508,   4,  64,   1,   8,    330055,    330642,    318150,    342721,    328424,    337656,    329795,    332875,    326018,    328149,    321145,    333168,    333915,    322725,    331489,    334466,    335636,    323201,    329016,    342721,    342159,    328674,    318150,    321715
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    double, 512, 512,  31,   8, 508,   4,  64,   1,   8,    320562,    320218,    311855,    332607,    325326,    312260,    320740,    314921,    324948,    326841,    317579,    314718,    315062,    332607,    321262,    326081,    311855,    319174,    316273,    321237,    321623,    324488,    319202,    325047
laplap-unstr-idxvar-shared          ,    double, 512, 512,  31,   8, 508,   4,  64,   1,   8,    335120,    336422,    324055,    346652,    342049,    340904,    326240,    335312,    340232,    332207,    330147,    325313,    324055,    340418,    338126,    336321,    328704,    335458,    342573,    346652,    329758,    337735,    333670,    336522
laplap-unstr-idxvar-kloop           ,    double, 512, 512,  31,   8, 508,   1,  64,   1,   1,    323478,    323756,    308579,    332766,    322110,    324089,    316228,    321619,    320178,    327544,    319711,    308579,    323423,    322347,    325310,    320523,    317348,    332766,    322751,    331413,    324560,    329359,    328872,    330821
laplap-unstr-idxvar-kloop-sliced    ,    double, 512, 512,  31,   8, 508,   1,  64,   1,   8,    433387,    433052,    423278,    447782,    441671,    444105,    447782,    434811,    430104,    436553,    433618,    423278,    439517,    431320,    426080,    432485,    431229,    424697,    436224,    430556,    426316,    425583,    439456,    432356
laplap-unstr-naive                  ,    double, 512, 512,  31,   8, 508,   4,  64,   1,   8,    395489,    395716,    388260,    403640,    394666,    396765,    393652,    401445,    397124,    397363,    393212,    398807,    390649,    391958,    391235,    395030,    389984,    401165,    403640,    398358,    388260,    399256,    392892,    394310
laplap-regular-idxvar               ,    single, 512, 512,  32,   8, 508,   4,  64,   1,   8,    156166,    156390,    153837,    159352,    156315,    159352,    155149,    157086,    154502,    156410,    153837,    155878,    154162,    156577,    157617,    158491,    153911,    157164,    155844,    157049,    154636,    157235,    155733,    156371
laplap-unstr-idxvar                 ,    single, 512, 512,  32,   8, 508,   4,  64,   1,   8,    221570,    221543,    219167,    224267,    219897,    222875,    221120,    221749,    219167,    222659,    220330,    221416,    220095,    220203,    224267,    221497,    223369,    222369,    220740,    224016,    221950,    221480,    221589,    220612
laplap-unstr-idxvar-z-curves-4      ,    single, 512, 512,  32,   8, 508,   4,  64,   1,   8,    219188,    219182,    215235,    221453,    217685,    220830,    220437,    219710,    217824,    220572,    219417,    220610,    218326,    218643,    218207,    218768,    219091,    221453,    218881,    220899,    219595,    219613,    215235,    217963
laplap-unstr-idxvar-no-chase        ,    single, 512, 512,  32,   8, 508,   4,  64,   1,   8,    254926,    254018,    252363,    266681,    255001,    254333,    253361,    266681,    257805,    255512,    252831,    254306,    254387,    255073,    253650,    252363,    253039,    253791,    254717,    254482,    254149,    253517,    254276,    255242
laplap-unstr-idxvar-no-chase-z-curves-4,    single, 512, 512,  32,   8, 508,   4,  64,   1,   8,    247031,    246778,    245233,    250359,    248225,    249096,    246147,    245583,    245233,    246533,    248522,    245706,    246320,    246951,    248177,    246604,    247387,    248159,    246039,    246985,    246751,    250359,    245619,    246219
laplap-unstr-idxvar-comp            ,    single, 512, 512,  32,   8, 508,   4,  64,   1,   8,    222906,    223046,    219843,    225508,    223025,    225470,    222636,    221921,    219843,    225425,    220893,    222616,    224403,    224324,    223359,    223252,    221323,    221405,    222768,    221551,    223485,    221847,    223068,    225508
laplap-unstr-idxvar-comp-no-chase   ,    single, 512, 512,  32,   8, 508,   4,  64,   1,   8,    197522,    197608,    194635,    200421,    196175,    199958,    197736,    198375,    197725,    199321,    198768,    197705,    195881,    197030,    196858,    200421,    194955,    198078,    195685,    196875,    194635,    197492,    200363,    196412
laplap-unstr-idxvar-comp-z-curves-4 ,    single, 512, 512,  32,   8, 508,   4,  64,   1,   8,    227797,    227738,    225342,    230245,    227631,    227215,    228487,    227065,    230245,    228765,    228193,    227660,    228051,    226691,    227823,    229372,    229388,    225342,    227774,    227919,    226708,    227652,    226869,    227095
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    single, 512, 512,  32,   8, 508,   4,  64,   1,   8,    226808,    225939,    224291,    231806,    226752,    226468,    224883,    229609,    227301,    227635,    225417,    226211,    227351,    226202,    231806,    227436,    229432,    225126,    224291,    227459,    226021,    225898,    225084,    225777
laplap-unstr-idxvar-shared          ,    single, 512, 512,  32,   8, 508,   4,  64,   1,   8,    226178,    226529,    223039,    228117,    225952,    226018,    224489,    223248,    226645,    226965,    227477,    225385,    224609,    226336,    227345,    227547,    228014,    225213,    226293,    226413,    226706,    223039,    228117,    227741
laplap-unstr-idxvar-kloop           ,    single, 512, 512,  32,   8, 508,   1,  64,   1,   1,    204790,    205035,    201449,    207106,    204403,    204225,    201449,    206729,    204293,    207106,    204399,    203937,    205617,    204300,    205232,    202836,    205146,    205819,    205542,    203837,    206626,    204924,    205360,    204011
laplap-unstr-idxvar-kloop-sliced    ,    single, 512, 512,  32,   8, 508,   1,  64,   1,   8,    276331,    275950,    272716,    279706,    278810,    272716,    273239,    276136,    278825,    279697,    275290,    276584,    278956,    275531,    275358,    274473,    277156,    279706,    276424,    275477,    275106,    272841,    278431,    275867
laplap-unstr-naive                  ,    single, 512, 512,  32,   8, 508,   4,  64,   1,   8,    299242,    298912,    297396,    301758,    299791,    301302,    300625,    298621,    298571,    301758,    300314,    298317,    298315,    300100,    298465,    298785,    299029,    298656,    299877,    300348,    298794,    297396,    298023,    297743
laplap-regular-idxvar               ,    double, 512, 512,  32,   8, 508,   4,  64,   1,   8,    237218,    237276,    229098,    249357,    230920,    231304,    239266,    237073,    243072,    229200,    235286,    237763,    246392,    249357,    243280,    239687,    234372,    237113,    235165,    237478,    241895,    229098,    230603,    236035
laplap-unstr-idxvar                 ,    double, 512, 512,  32,   8, 508,   4,  64,   1,   8,    323180,    327586,    301524,    339668,    316021,    327428,    332338,    301524,    302152,    317222,    313911,    336187,    327765,    320089,    327743,    339668,    325324,    318800,    334025,    332970,    322509,    334905,    302512,    330508
laplap-unstr-idxvar-z-curves-4      ,    double, 512, 512,  32,   8, 508,   4,  64,   1,   8,    319601,    322228,    304014,    332128,    323906,    326597,    316087,    327206,    315405,    321503,    309181,    330630,    327041,    322376,    323130,    312915,    309106,    313537,    314666,    326188,    322952,    304014,    313444,    332128
laplap-unstr-idxvar-no-chase        ,    double, 512, 512,  32,   8, 508,   4,  64,   1,   8,    349718,    350580,    333682,    364132,    355531,    333682,    343085,    352514,    338941,    346700,    344596,    359763,    355047,    353510,    363410,    346526,    348647,    348523,    343341,    343866,    338483,    364132,    359117,    354950
laplap-unstr-idxvar-no-chase-z-curves-4,    double, 512, 512,  32,   8, 508,   4,  64,   1,   8,    346319,    345695,    325162,    371903,    340861,    365647,    347841,    346687,    344703,    350763,    344383,    333171,    371903,    344446,    343203,    347911,    340545,    337847,    334228,    359599,    325162,    353055,    351263,    343165
laplap-unstr-idxvar-comp            ,    double, 512, 512,  32,   8, 508,   4,  64,   1,   8,    333506,    333638,    326707,    339777,    331083,    336925,    331786,    337585,    332836,    339777,    328053,    338623,    330921,    333739,    335526,    328750,    326707,    335738,    337167,    333536,    336658,    329679,    332105,    332919
laplap-unstr-idxvar-comp-no-chase   ,    double, 512, 512,  32,   8, 508,   4,  64,   1,   8,    317626,    315289,    304785,    331777,    327247,    313974,    331777,    324500,    309209,    321901,    315037,    315073,    315961,    310210,    316492,    313529,    317049,    323774,    323802,    304785,    312450,    325578,    312367,    317805
laplap-unstr-idxvar-comp-z-curves-4 ,    double, 512, 512,  32,   8, 508,   4,  64,   1,   8,    346338,    348456,    334058,    355708,    335025,    352344,    349234,    348016,    340116,    343483,    339580,    348665,    334058,    346892,    345274,    350123,    348248,    338686,    355708,    353288,    350569,    338681,    353882,    354887
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    double, 512, 512,  32,   8, 508,   4,  64,   1,   8,    338369,    337394,    330227,    348300,    339477,    339522,    330227,    336889,    334364,    340616,    334278,    337906,    342856,    335777,    342898,    348300,    330440,    340425,    343125,    342632,    337417,    335310,    339096,    335834
laplap-unstr-idxvar-shared          ,    double, 512, 512,  32,   8, 508,   4,  64,   1,   8,    338741,    340456,    324831,    350089,    342506,    345183,    338039,    340162,    325013,    350089,    341121,    338808,    336743,    345665,    324831,    343794,    345263,    334293,    330688,    340275,    334286,    336560,    340857,    340638
laplap-unstr-idxvar-kloop           ,    double, 512, 512,  32,   8, 508,   1,  64,   1,   1,    306364,    310146,    275526,    327206,    279546,    311015,    293598,    324983,    299140,    305671,    312971,    302048,    327206,    311882,    300010,    275526,    301627,    298645,    312992,    318113,    309276,    321360,    326151,    295522
laplap-unstr-idxvar-kloop-sliced    ,    double, 512, 512,  32,   8, 508,   1,  64,   1,   8,    435195,    438390,    406780,    455337,    432085,    426546,    455337,    442053,    446588,    442609,    452751,    421883,    425931,    406780,    444056,    428536,    434776,    428817,    437119,    428524,    442861,    421133,    439662,    445849
laplap-unstr-naive                  ,    double, 512, 512,  32,   8, 508,   4,  64,   1,   8,    399416,    399856,    391179,    408387,    391179,    408387,    402594,    404811,    398201,    396556,    395179,    399254,    398557,    404181,    401219,    394166,    397542,    395291,    400457,    394239,    403225,    405259,    394763,    403260
laplap-regular-idxvar               ,    single, 512, 512,  33,   8, 508,   5,  64,   1,   8,    176965,    177562,    171106,    188209,    178635,    175876,    178971,    178983,    178032,    174232,    171106,    173399,    177537,    180339,    177587,    177638,    188209,    174403,    175165,    177437,    178413,    174465,    173858,    175009
laplap-unstr-idxvar                 ,    single, 512, 512,  33,   8, 508,   5,  64,   1,   8,    239067,    239132,    236178,    242991,    239929,    242313,    240627,    242991,    236831,    239407,    239634,    238330,    238870,    238175,    238074,    239075,    238818,    239261,    239006,    239188,    239696,    237779,    237162,    236178
laplap-unstr-idxvar-z-curves-4      ,    single, 512, 512,  33,   8, 508,   5,  64,   1,   8,    231971,    231608,    229480,    235613,    231445,    232772,    231661,    229480,    230898,    232740,    231555,    231311,    231501,    231162,    230462,    232238,    233553,    231360,    234641,    235613,    232328,    231144,    231117,    232445
laplap-unstr-idxvar-no-chase        ,    single, 512, 512,  33,   8, 508,   5,  64,   1,   8,    278836,    279090,    276062,    281063,    280787,    278947,    276062,    281063,    278971,    280340,    276695,    277247,    280081,    276578,    277599,    280075,    277320,    278117,    280381,    280893,    280031,    278932,    279208,    277384
laplap-unstr-idxvar-no-chase-z-curves-4,    single, 512, 512,  33,   8, 508,   5,  64,   1,   8,    272673,    273086,    269493,    275700,    272572,    272430,    272441,    272980,    273276,    270406,    272977,    274914,    273196,    273478,    269493,    274052,    272095,    274096,    273356,    275700,    270646,    271704,    270388,    273263
laplap-unstr-idxvar-comp            ,    single, 512, 512,  33,   8, 508,   5,  64,   1,   8,    234325,    234385,    231262,    237088,    234990,    233579,    231376,    231262,    233402,    233317,    234670,    234264,    234401,    234255,    234115,    235029,    233914,    232847,    234876,    237088,    234506,    236570,    236711,    235333
laplap-unstr-idxvar-comp-no-chase   ,    single, 512, 512,  33,   8, 508,   5,  64,   1,   8,    213181,    212548,    210290,    217194,    211263,    211636,    212864,    214484,    213832,    214542,    210617,    212557,    212952,    213502,    215819,    211019,    213863,    217194,    212707,    210980,    210290,    214383,    214307,    214807
laplap-unstr-idxvar-comp-z-curves-4 ,    single, 512, 512,  33,   8, 508,   5,  64,   1,   8,    241007,    240927,    238681,    245740,    241736,    242654,    242337,    240312,    242191,    240734,    245740,    241634,    239506,    240900,    239868,    241787,    241075,    238681,    240954,    239486,    240456,    239669,    240406,    240009
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    single, 512, 512,  33,   8, 508,   5,  64,   1,   8,    232263,    231896,    229739,    235168,    231270,    233562,    231706,    233563,    230989,    235168,    233570,    232456,    232020,    230624,    231624,    233950,    233110,    231111,    233764,    232110,    231766,    229739,    231681,    231471
laplap-unstr-idxvar-shared          ,    single, 512, 512,  33,   8, 508,   5,  64,   1,   8,    256643,    257040,    253520,    259295,    253520,    255154,    256945,    258282,    257618,    254467,    254773,    257963,    259295,    256092,    258015,    255448,    258154,    255341,    257476,    257129,    255150,    257980,    257135,    256920
laplap-unstr-idxvar-kloop           ,    single, 512, 512,  33,   8, 508,   1,  64,   1,   1,    210552,    208950,    205104,    214405,    209417,    211525,    208365,    209440,    207168,    212507,    212154,    210714,    213584,    208176,    206061,    205104,    212453,    212983,    214405,    211425,    208655,    212619,    212443,    211840
laplap-unstr-idxvar-kloop-sliced    ,    single, 512, 512,  33,   8, 508,   1,  64,   1,   8,    305459,    305952,    303176,    309576,    306440,    304749,    305841,    306569,    308012,    303832,    306588,    303693,    306070,    304832,    306062,    306227,    306512,    309576,    304394,    303986,    304322,    303176,    303341,    304952
laplap-unstr-naive                  ,    single, 512, 512,  33,   8, 508,   5,  64,   1,   8,    311586,    311452,    309937,    313428,    311205,    312753,    313013,    312315,    310172,    312035,    310346,    311942,    313428,    310929,    311675,    310574,    312522,    311653,    311374,    312876,    310165,    311699,    309937,    311098
laplap-regular-idxvar               ,    double, 512, 512,  33,   8, 508,   5,  64,   1,   8,    247148,    245947,    238460,    261305,    249722,    238460,    246367,    240624,    241092,    245810,    261305,    245572,    239849,    243085,    242507,    253257,    259548,    254693,    255071,    239716,    245689,    250065,    244451,    246084
laplap-unstr-idxvar                 ,    double, 512, 512,  33,   8, 508,   5,  64,   1,   8,    344217,    344460,    329807,    359787,    343521,    341544,    338978,    331462,    344850,    342953,    345562,    347555,    344238,    339559,    359787,    343034,    329807,    336248,    342211,    356725,    349868,    344682,    347677,    354088
laplap-unstr-idxvar-z-curves-4      ,    double, 512, 512,  33,   8, 508,   5,  64,   1,   8,    337043,    338551,    317340,    350733,    327723,    350733,    317340,    348130,    343215,    326190,    343114,    343030,    328916,    331410,    333135,    338960,    349931,    338142,    325133,    327489,    345098,    337157,    337575,    348447
laplap-unstr-idxvar-no-chase        ,    double, 512, 512,  33,   8, 508,   5,  64,   1,   8,    378727,    379746,    366780,    393234,    380195,    378610,    374748,    393234,    380455,    384136,    376540,    385680,    384949,    368272,    376801,    378066,    381514,    380464,    380724,    366780,    375129,    379297,    373967,    374981
laplap-unstr-idxvar-no-chase-z-curves-4,    double, 512, 512,  33,   8, 508,   5,  64,   1,   8,    386338,    386077,    363091,    407575,    383330,    368112,    387221,    402795,    407575,    381723,    381138,    400550,    379804,    381928,    370222,    401690,    391742,    388824,    363091,    372514,    376054,    391446,    395467,    401531
laplap-unstr-idxvar-comp            ,    double, 512, 512,  33,   8, 508,   5,  64,   1,   8,    346461,    346492,    332617,    362109,    345861,    357188,    362109,    348787,    339740,    354087,    341290,    348965,    342193,    347123,    342358,    339815,    358481,    339041,    344424,    349298,    341614,    343974,    350258,    332617
laplap-unstr-idxvar-comp-no-chase   ,    double, 512, 512,  33,   8, 508,   5,  64,   1,   8,    322310,    324550,    307537,    334298,    323971,    334298,    327392,    325447,    325128,    328859,    320678,    309921,    312866,    307537,    331595,    317978,    332934,    311052,    330733,    309878,    323805,    321459,    321596,    329083
laplap-unstr-idxvar-comp-z-curves-4 ,    double, 512, 512,  33,   8, 508,   5,  64,   1,   8,    356562,    357228,    346050,    365452,    357766,    351136,    355804,    358856,    361374,    355639,    353685,    361637,    364988,    358343,    351801,    365452,    354205,    357549,    361717,    348334,    352610,    346050,    356908,    357380
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    double, 512, 512,  33,   8, 508,   5,  64,   1,   8,    352249,    352636,    343655,    363834,    357296,    353564,    343726,    360910,    350762,    346169,    349072,    351707,    351611,    353950,    343655,    351547,    343663,    351325,    358835,    354699,    345411,    363834,    355887,    357357
laplap-unstr-idxvar-shared          ,    double, 512, 512,  33,   8, 508,   5,  64,   1,   8,    369739,    371428,    359171,    378782,    373114,    365147,    366607,    372965,    362652,    370713,    360237,    371950,    374993,    370787,    370118,    371316,    377793,    367453,    359171,    359263,    373215,    378782,    371541,    376958
laplap-unstr-idxvar-kloop           ,    double, 512, 512,  33,   8, 508,   1,  64,   1,   1,    342766,    345132,    313219,    357217,    348020,    335026,    357217,    351633,    352039,    349291,    334899,    348307,    341133,    324673,    342245,    350954,    344089,    346631,    326052,    355762,    343520,    355094,    335523,    313219
laplap-unstr-idxvar-kloop-sliced    ,    double, 512, 512,  33,   8, 508,   1,  64,   1,   8,    498169,    498978,    482018,    508191,    493228,    506520,    504976,    501363,    503539,    496219,    507352,    490715,    508191,    506090,    494953,    497787,    498636,    498278,    482846,    492927,    502691,    499319,    482018,    495732
laplap-unstr-naive                  ,    double, 512, 512,  33,   8, 508,   5,  64,   1,   8,    421706,    421616,    414335,    430976,    420405,    416649,    415563,    422195,    428249,    419583,    423905,    414335,    418841,    423900,    422239,    424952,    421812,    430976,    423165,    415799,    422157,    423545,    423014,    422826
laplap-regular-idxvar               ,    single, 512, 512,  34,   8, 508,   5,  64,   1,   8,    174556,    173038,    171167,    178282,    178282,    175453,    174017,    174499,    172959,    174506,    175102,    174908,    173610,    175133,    175860,    171635,    173760,    174656,    171345,    176536,    174779,    171167,    177364,    175558
laplap-unstr-idxvar                 ,    single, 512, 512,  34,   8, 508,   5,  64,   1,   8,    241187,    240072,    239118,    244374,    240731,    242008,    239899,    242582,    240526,    239480,    240975,    242581,    242602,    239507,    241027,    239118,    239663,    241307,    240646,    241023,    240023,    244374,    242535,    243136
laplap-unstr-idxvar-z-curves-4      ,    single, 512, 512,  34,   8, 508,   5,  64,   1,   8,    242927,    243196,    238998,    246386,    243243,    243987,    243773,    242991,    242137,    245501,    243150,    242471,    239628,    244577,    238998,    244904,    239704,    241393,    241056,    246386,    242533,    241810,    244324,    245966
laplap-unstr-idxvar-no-chase        ,    single, 512, 512,  34,   8, 508,   5,  64,   1,   8,    277700,    277670,    275884,    280476,    277295,    277088,    277703,    277616,    278100,    280476,    276399,    277729,    279751,    277638,    278151,    276186,    277142,    276681,    278254,    280450,    275884,    278134,    277039,    276283
laplap-unstr-idxvar-no-chase-z-curves-4,    single, 512, 512,  34,   8, 508,   5,  64,   1,   8,    274996,    274574,    272080,    276985,    274408,    272527,    273038,    272080,    274583,    275698,    276316,    273936,    275347,    275564,    276985,    273583,    276118,    276610,    274567,    274703,    276429,    275599,    276356,    275476
laplap-unstr-idxvar-comp            ,    single, 512, 512,  34,   8, 508,   5,  64,   1,   8,    240442,    240668,    238237,    242639,    240766,    242639,    240701,    240635,    239142,    239477,    240332,    238237,    238992,    241144,    239370,    242221,    238934,    238966,    242232,    241218,    240611,    241550,    242084,    239582
laplap-unstr-idxvar-comp-no-chase   ,    single, 512, 512,  34,   8, 508,   5,  64,   1,   8,    215484,    215518,    212286,    218734,    216339,    215348,    215360,    214566,    216199,    215081,    216569,    215224,    215396,    218734,    214136,    216320,    216049,    216855,    214166,    215639,    214310,    212286,    216697,    214409
laplap-unstr-idxvar-comp-z-curves-4 ,    single, 512, 512,  34,   8, 508,   5,  64,   1,   8,    245130,    244796,    243159,    247198,    247198,    244874,    244702,    243159,    243682,    244210,    247128,    246791,    245279,    245986,    245133,    244313,    245422,    244156,    243789,    245888,    246820,    244816,    243462,    245795
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    single, 512, 512,  34,   8, 508,   5,  64,   1,   8,    239161,    239173,    237664,    241488,    241488,    238450,    240034,    238644,    237664,    239367,    238941,    238813,    238979,    240043,    238370,    240290,    239533,    238566,    240299,    240050,    237724,    237769,    239940,    238262
laplap-unstr-idxvar-shared          ,    single, 512, 512,  34,   8, 508,   5,  64,   1,   8,    256282,    255927,    252564,    259585,    258433,    258574,    258569,    254723,    255760,    256449,    254906,    252564,    258116,    255654,    255897,    255867,    255129,    257776,    259585,    258193,    255987,    253199,    254781,    255476
laplap-unstr-idxvar-kloop           ,    single, 512, 512,  34,   8, 508,   1,  64,   1,   1,    211456,    211322,    209308,    215171,    212120,    211201,    210665,    214108,    210710,    210536,    212512,    211861,    210091,    213401,    210760,    209335,    211444,    209874,    210489,    212245,    209970,    215171,    213321,    209308
laplap-unstr-idxvar-kloop-sliced    ,    single, 512, 512,  34,   8, 508,   1,  64,   1,   8,    312135,    312128,    308906,    315745,    313054,    312482,    311869,    313557,    310797,    311866,    311615,    312389,    311610,    310473,    311286,    312689,    312225,    309400,    315745,    313707,    308906,    311373,    314729,    312920
laplap-unstr-naive                  ,    single, 512, 512,  34,   8, 508,   5,  64,   1,   8,    320416,    319767,    317700,    336844,    322284,    318087,    336844,    317963,    320482,    317700,    318835,    320054,    318334,    320003,    318780,    321225,    320233,    318415,    318603,    320901,    319531,    319367,    320789,    319883
