./gridbenchmark --no-verify --single-prec --double-prec --print-runs --size 512x512x1 512x512x2 512x512x3 512x512x4 512x512x5 512x512x6 512x512x7 512x512x8 512x512x9 512x512x10 512x512x11 512x512x12 512x512x13 512x512x14 512x512x15 512x512x16 512x512x17 512x512x18 512x512x19 512x512x20 512x512x21 512x512x22 512x512x23 512x512x24 512x512x25 512x512x26 512x512x27 512x512x28 512x512x29 512x512x30 512x512x31 512x512x32 512x512x33 512x512x34 512x512x35 512x512x36 512x512x37 512x512x38 512x512x39 512x512x40 512x512x41 512x512x42 512x512x43 512x512x44 512x512x45 512x512x46 512x512x47 512x512x48 512x512x49 512x512x50 512x512x51 512x512x52 512x512x53 512x512x54 512x512x55 512x512x56 512x512x57 512x512x58 512x512x59 512x512x60 512x512x61 512x512x62 512x512x63 512x512x64 --threads 64x1x8 laplap-regular-idxvar laplap-unstr-idxvar laplap-unstr-idxvar -z laplap-unstr-idxvar -n laplap-unstr-idxvar -n -z laplap-unstr-idxvar -c laplap-unstr-idxvar -c -n laplap-unstr-idxvar -c -z laplap-unstr-idxvar -c -z -n laplap-unstr-idxvar-shared laplap-unstr-idxvar-kloop laplap-unstr-idxvar-kloop-sliced laplap-unstr-naive 
Benchmark                           , Precision, Domain size,,, Blocks     ,,, Threads    ,,, Kernel-only execution time                                                                                                                                                                                                                                            
                                    ,          ,   X,   Y,   Z,   X,   Y,   Z,   X,   Y,   Z,   Average,    Median,   Minimum,   Maximum, Run  1   , Run  2   , Run  3   , Run  4   , Run  5   , Run  6   , Run  7   , Run  8   , Run  9   , Run 10   , Run 11   , Run 12   , Run 13   , Run 14   , Run 15   , Run 16   , Run 17   , Run 18   , Run 19   , Run 20   
laplap-unstr-idxvar-comp-z-curves-4 ,    double, 512, 512,   3,   8, 508,   1,  64,   1,   3,     39593,     39282,     36837,     42954,     42907,     38810,     38944,     40509,     38662,     40239,     38789,     36837,     42733,     39539,     38421,     37748,     40446,     40515,     38654,     42954,     39619,     41340,     36876,     37320
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    double, 512, 512,   3,   8, 508,   1,  64,   1,   3,     37913,     37796,     34432,     40954,     40954,     38377,     39616,     39507,     37122,     35861,     37055,     34432,     37228,     38612,     38944,     36981,     39428,     40635,     39392,     36527,     35143,     38610,     36423,     37421
laplap-unstr-idxvar-shared          ,    double, 512, 512,   3,   8, 508,   1,  64,   1,   3,     44108,     44398,     41422,     46824,     43280,     44017,     42997,     43803,     45409,     41422,     44473,     44400,     44395,     41907,     43940,     44408,     45371,     46107,     44299,     46824,     41790,     43696,     44403,     45229
laplap-unstr-idxvar-kloop           ,    double, 512, 512,   3,   8, 508,   1,  64,   1,   1,     41859,     41912,     40026,     43588,     41512,     40575,     41895,     40026,     40962,     43158,     43588,     41705,     42518,     42341,     42881,     41926,     41558,     40779,     41665,     42201,     42506,     40739,     42120,     42526
laplap-unstr-idxvar-kloop-sliced    ,    double, 512, 512,   3,   8, 508,   1,  64,   1,   3,     45965,     46208,     42998,     47334,     46694,     47131,     45836,     46668,     45249,     46274,     46172,     46460,     46397,     44904,     46858,     45586,     44724,     46473,     45804,     46143,     42998,     45745,     47334,     45844
laplap-unstr-naive                  ,    double, 512, 512,   3,   8, 508,   1,  64,   1,   3,     50613,     50960,     47693,     52968,     51934,     50686,     52968,     48739,     48602,     51579,     50270,     49306,     50423,     51236,     49186,     47693,     50122,     52738,     50962,     52114,     49680,     51853,     51219,     50958
laplap-regular-idxvar               ,    single, 512, 512,   4,   8, 508,   1,  64,   1,   4,     29708,     28966,     27953,     38986,     27953,     30343,     30036,     28072,     29657,     28717,     30140,     30483,     28916,     28920,     38986,     28776,     28169,     28203,     28535,     31108,     28935,     28299,     30890,     29013
laplap-unstr-idxvar                 ,    single, 512, 512,   4,   8, 508,   1,  64,   1,   4,     41060,     41144,     39320,     42574,     41965,     42202,     41756,     42574,     41137,     41314,     40437,     40844,     41613,     40791,     41137,     40258,     39320,     40002,     39913,     42162,     40841,     40157,     41631,     41152
laplap-unstr-idxvar-z-curves-4      ,    single, 512, 512,   4,   8, 508,   1,  64,   1,   4,     36816,     36804,     35918,     38426,     36605,     36575,     36166,     37622,     36021,     37342,     37301,     35938,     35992,     36793,     37218,     37646,     36777,     35918,     35981,     36676,     38426,     37674,     36815,     36824
laplap-unstr-idxvar-no-chase        ,    single, 512, 512,   4,   8, 508,   1,  64,   1,   4,     47986,     48110,     47037,     48958,     48157,     47924,     48958,     47169,     47154,     48408,     48062,     47934,     47873,     48778,     48500,     47037,     47923,     47423,     48286,     48518,     47842,     47163,     48413,     48206
laplap-unstr-idxvar-no-chase-z-curves-4,    single, 512, 512,   4,   8, 508,   1,  64,   1,   4,     48498,     48616,     47854,     49480,     48174,     48872,     48847,     47854,     48463,     48912,     47868,     47972,     47995,     49480,     48932,     48073,     48416,     47894,     48781,     48754,     48864,     48481,     48750,     48568
laplap-unstr-idxvar-comp            ,    single, 512, 512,   4,   8, 508,   1,  64,   1,   4,     36541,     36666,     35827,     37251,     36460,     37186,     36971,     36908,     36713,     36346,     35970,     36698,     36656,     36676,     37046,     35980,     36626,     35892,     36601,     37251,     35827,     35851,     36879,     36278
laplap-unstr-idxvar-comp-no-chase   ,    single, 512, 512,   4,   8, 508,   1,  64,   1,   4,     35283,     35184,     33394,     37064,     36233,     35665,     34192,     37059,     33394,     34832,     35231,     34331,     35000,     35103,     37064,     35994,     34255,     35138,     35841,     34748,     35072,     35262,     34343,     36905
laplap-unstr-idxvar-comp-z-curves-4 ,    single, 512, 512,   4,   8, 508,   1,  64,   1,   4,     37551,     37544,     36704,     38475,     37290,     38167,     38087,     37477,     37272,     38129,     37672,     36710,     37531,     37068,     37938,     38475,     37558,     36871,     36704,     38395,     36704,     38410,     37031,     37530
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    single, 512, 512,   4,   8, 508,   1,  64,   1,   4,     36216,     36188,     35231,     37210,     36922,     36658,     36044,     36863,     35977,     36791,     36571,     35391,     35936,     35949,     37210,     35994,     36810,     35974,     35477,     36382,     35362,     35231,     36314,     36473
laplap-unstr-idxvar-shared          ,    single, 512, 512,   4,   8, 508,   1,  64,   1,   4,     37617,     37458,     36798,     39270,     37536,     38980,     37888,     38213,     36935,     37207,     37755,     37524,     36831,     36798,     37191,     38444,     36923,     36822,     37015,     39270,     37726,     37025,     38502,     37755
laplap-unstr-idxvar-kloop           ,    single, 512, 512,   4,   8, 508,   1,  64,   1,   1,     40904,     40814,     39957,     42388,     41644,     40726,     40387,     40291,     40801,     40712,     41985,     40844,     40111,     40861,     42388,     41596,     40826,     41011,     40789,     42371,     40790,     40014,     39973,     39957
laplap-unstr-idxvar-kloop-sliced    ,    single, 512, 512,   4,   8, 508,   1,  64,   1,   4,     54210,     54303,     52570,     56779,     55745,     53162,     54377,     54254,     53346,     56779,     53594,     54254,     54504,     55047,     53460,     53183,     52570,     53356,     54361,     55463,     54237,     55165,     52990,     54352
laplap-unstr-naive                  ,    single, 512, 512,   4,   8, 508,   1,  64,   1,   4,     47139,     47083,     46073,     48159,     47952,     47392,     48159,     46909,     47710,     47349,     46931,     46855,     46919,     46073,     47235,     47435,     46757,     46846,     46864,     47343,     46835,     46796,     47606,     46812
laplap-regular-idxvar               ,    double, 512, 512,   4,   8, 508,   1,  64,   1,   4,     37476,     37830,     34931,     39639,     38233,     39639,     37931,     36567,     38108,     36031,     35158,     37220,     38436,     37217,     37125,     36537,     34931,     37262,     38151,     37730,     38104,     38920,     37288,     38934
laplap-unstr-idxvar                 ,    double, 512, 512,   4,   8, 508,   1,  64,   1,   4,     51337,     51589,     48319,     55061,     52514,     54866,     51902,     49263,     50100,     48864,     51744,     55061,     53435,     53287,     50394,     50803,     49928,     48319,     49091,     52907,     50241,     51582,     50836,     51596
laplap-unstr-idxvar-z-curves-4      ,    double, 512, 512,   4,   8, 508,   1,  64,   1,   4,     52213,     52670,     48016,     54968,     52098,     51582,     52332,     53481,     54483,     53292,     51375,     53026,     49448,     51821,     53191,     48604,     53831,     52536,     51928,     54968,     52627,     52804,     48016,     52809
laplap-unstr-idxvar-no-chase        ,    double, 512, 512,   4,   8, 508,   1,  64,   1,   4,     61989,     61890,     60212,     63767,     61507,     63467,     61946,     61296,     63067,     62201,     61578,     61050,     63767,     60272,     63219,     62771,     61791,     60212,     63605,     62246,     61190,     60526,     62868,     61201
laplap-unstr-idxvar-no-chase-z-curves-4,    double, 512, 512,   4,   8, 508,   1,  64,   1,   4,     61193,     60930,     59309,     68871,     61115,     68871,     61471,     59309,     61247,     60634,     60376,     60405,     61181,     61673,     59941,     59474,     60643,     60789,     60426,     61257,     61214,     63101,     60744,     59987
laplap-unstr-idxvar-comp            ,    double, 512, 512,   4,   8, 508,   1,  64,   1,   4,     51247,     52285,     46202,     54431,     51543,     53351,     54431,     47132,     47182,     51411,     52626,     53092,     52850,     51217,     52518,     53372,     50179,     52052,     46202,     50056,     54227,     49864,     48078,     53558
laplap-unstr-idxvar-comp-no-chase   ,    double, 512, 512,   4,   8, 508,   1,  64,   1,   4,     48995,     49150,     45546,     51830,     48130,     50319,     48871,     47814,     48891,     49280,     50608,     47922,     49661,     50658,     49980,     49150,     47105,     45546,     47114,     51830,     48781,     50451,     49149,     48634
laplap-unstr-idxvar-comp-z-curves-4 ,    double, 512, 512,   4,   8, 508,   1,  64,   1,   4,     52676,     52706,     50126,     55124,     53816,     54200,     54936,     54389,     50527,     51769,     54244,     53276,     53038,     50671,     53549,     52972,     51256,     50604,     51384,     55124,     53953,     51542,     52135,     50126
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    double, 512, 512,   4,   8, 508,   1,  64,   1,   4,     51211,     51236,     49787,     53645,     52113,     49975,     49787,     53645,     52996,     50622,     51641,     50039,     50857,     50216,     51443,     52402,     51029,     51951,     50047,     51869,     50609,     49930,     50838,     52220
laplap-unstr-idxvar-shared          ,    double, 512, 512,   4,   8, 508,   1,  64,   1,   4,     53758,     53796,     51086,     56638,     53446,     54488,     52985,     54694,     54553,     54995,     51202,     55228,     52895,     53646,     54366,     52056,     51086,     54145,     53820,     56638,     51229,     55928,     53910,     53844
laplap-unstr-idxvar-kloop           ,    double, 512, 512,   4,   8, 508,   1,  64,   1,   1,     55764,     55982,     54032,     57433,     54824,     57433,     57037,     56029,     54560,     55535,     57139,     54070,     54237,     55886,     56332,     54032,     54982,     56730,     55230,     57188,     55935,     57166,     56702,     54240
laplap-unstr-idxvar-kloop-sliced    ,    double, 512, 512,   4,   8, 508,   1,  64,   1,   4,     68968,     69218,     67511,     70477,     68994,     67798,     69321,     69249,     68262,     70477,     69592,     68281,     69883,     69443,     69797,     68778,     68474,     68235,     68736,     69488,     69533,     68319,     69186,     67511
laplap-unstr-naive                  ,    double, 512, 512,   4,   8, 508,   1,  64,   1,   4,     60694,     60312,     58290,     62493,     59267,     62071,     61610,     59604,     61713,     62493,     62470,     61626,     59620,     61537,     59104,     60899,     60062,     59327,     61888,     61357,     60712,     59800,     60432,     58290
laplap-regular-idxvar               ,    single, 512, 512,   5,   8, 508,   1,  64,   1,   5,     36613,     36718,     35323,     38979,     36484,     37831,     38979,     36910,     35729,     36280,     36853,     35403,     36629,     36806,     36930,     37198,     36086,     36342,     36592,     37358,     36207,     36974,     35323,     35348
laplap-unstr-idxvar                 ,    single, 512, 512,   5,   8, 508,   1,  64,   1,   5,     47541,     47670,     46336,     48229,     48017,     47774,     47627,     47417,     47574,     47644,     48229,     47204,     47188,     48045,     47925,     47224,     47196,     47290,     46458,     47696,     47753,     48111,     46336,     48107
laplap-unstr-idxvar-z-curves-4      ,    single, 512, 512,   5,   8, 508,   1,  64,   1,   5,     45265,     45173,     44182,     46180,     46180,     45217,     44476,     45841,     45870,     45095,     45129,     46113,     44968,     46068,     44698,     45312,     44969,     45013,     45014,     45582,     44539,     45045,     45984,     44182
laplap-unstr-idxvar-no-chase        ,    single, 512, 512,   5,   8, 508,   1,  64,   1,   5,     53373,     53197,     52028,     56055,     54287,     53447,     53260,     53021,     52134,     54097,     52913,     52798,     52028,     52833,     54320,     53134,     53931,     52696,     52772,     54283,     56055,     52988,     52830,     53640
laplap-unstr-idxvar-no-chase-z-curves-4,    single, 512, 512,   5,   8, 508,   1,  64,   1,   5,     51230,     51336,     49742,     52354,     51095,     50827,     51548,     51329,     51510,     51939,     51595,     52354,     51295,     50552,     50892,     51344,     50631,     51499,     50997,     51904,     51326,     49742,     50779,     51438
laplap-unstr-idxvar-comp            ,    single, 512, 512,   5,   8, 508,   1,  64,   1,   5,     46630,     46567,     44783,     48162,     46932,     47903,     44783,     46479,     46438,     47333,     48162,     45706,     46206,     47373,     45874,     45214,     46238,     46093,     45735,     47656,     47841,     46655,     46407,     47575
laplap-unstr-idxvar-comp-no-chase   ,    single, 512, 512,   5,   8, 508,   1,  64,   1,   5,     40927,     40827,     39698,     42674,     41477,     42674,     42003,     40765,     40635,     41851,     39802,     40535,     39698,     40651,     40889,     39811,     40655,     41335,     41494,     41797,     39846,     40593,     39782,     42250
laplap-unstr-idxvar-comp-z-curves-4 ,    single, 512, 512,   5,   8, 508,   1,  64,   1,   5,     46372,     46455,     44987,     47573,     46802,     47334,     46612,     45196,     47573,     47133,     46298,     47502,     45847,     45456,     47032,     45771,     46763,     46719,     46287,     46251,     44987,     45819,     45783,     46275
laplap-unstr-idxvar-comp-no-chase-z-curves-4,    single, 512, 512,   5,   8, 508,   1,  64,   1,   5,     43973,     44136,     42869,     45714,     43026,     45714,     43013,     44351,     44300,     44915,     43561,     44157,     44282,     43358,     44075,     44201,     43818,     43630,     43785,     44594,     42869,     44680,     44116,     43015
laplap-unstr-idxvar-shared          ,    single, 512, 512,   5,   8, 508,   1,  64,   1,   5,     45974,     45994,     44955,     46947,     46539,     45725,     45971,     46098,     45066,     46447,     44955,     45324,     45714,     45022,     46270,     45891,     45040,     46746,     46689,     46573,     45895,     46569,     46947,     45990
laplap-unstr-idxvar-kloop           ,    single, 512, 512,   5,   8, 508,   1,  64,   1,   1,     46520,     46725,     45317,     47329,     46050,     47015,     46339,     46494,     47043,     46800,     46246,     47011,     47037,     45317,     46540,     47051,     47329,     45426,     46162,     46650,     45484,     47137,     47139,     46127
laplap-unstr-idxvar-kloop-sliced    ,    single, 512, 512,   5,   8, 508,   1,  64,   1,   5,     65071,     64685,     63623,     67005,     65881,     65109,     65470,     63975,     64468,     66842,     65557,     65300,     64447,     65332,     64070,     63810,     67005,     64568,     63623,     64841,     65940,     64186,     64545,     66451
laplap-unstr-naive                  ,    single, 512, 512,   5,   8, 508,   1,  64,   1,   5,     58242,     58396,     56590,     59515,     58608,     58921,     58592,     58950,     57682,     59294,     58433,     58225,     58534,     56590,     58115,     58359,     57378,     58619,     57471,     59515,     58353,     57459,     58047,     57698
laplap-regular-idxvar               ,    double, 512, 512,   5,   8, 508,   1,  64,   1,   5,     44775,     45438,     42327,     47930,     43047,     45632,     46482,     43181,     45835,     42346,     46247,     45609,     44892,     47930,     42903,     43124,     44750,     43964,     45656,     45267,     43252,     42327,     46245,     46816
laplap-unstr-idxvar                 ,    double, 512, 512,   5,   8, 508,   1,  64,   1,   5,     60024,     60221,     56815,     62676,     61780,     60005,     60255,     59284,     60393,     58423,     56815,     59327,     62676,     59246,     62539,     60212,     57629,     58697,     59519,     60230,     61366,     60943,     60189,     60945
laplap-unstr-idxvar-z-curves-4      ,    double, 512, 512,   5,   8, 508,   1,  64,   1,   5,     60096,     60096,     57562,     63712,     60269,     60080,     57717,     57622,     60333,     63334,     61204,     57941,     63712,     62303,     57562,     58927,     59978,     59813,     57996,     62319,     63194,     57982,     60213,     59411
laplap-unstr-idxvar-no-chase        ,    double, 512, 512,   5,   8, 508,   1,  64,   1,   5,     73874,     74446,     70439,     76371,     74853,     75269,     73230,     74653,     74623,     74570,     74674,     74691,     72004,     76371,     74164,     71555,     74608,     72355,     74284,     75131,     73239,     73842,     70439,     72923
laplap-unstr-idxvar-no-chase-z-curves-4,    double, 512, 512,   5,   8, 508,   1,  64,   1,   5,     73328,     74070,     70167,     76331,     74278,     74835,     71641,     71507,     75213,     75982,     71400,     75258,     70246,     74613,     73461,     72623,     73302,     76331,     71497,     73934,     74205,     75208,     70167,     70862
laplap-unstr-idxvar-comp            ,    double, 512, 512,   5,   8, 508,   1,  64,   1,   5,     61338,     61763,     56922,     63757,     63610,     59432,     60396,     56922,     62161,     62472,     59001,     63757,     61072,     59511,     60893,     61365,     62918,     61603,     60297,     62614,     60209,     62893,     62191,     63443
laplap-unstr-idxvar-comp-no-chase   ,    double, 512, 512,   5,   8, 508,   1,  64,   1,   5,     58645,     58432,     54263,     64395,     64395,     58739,     59144,     58526,     58009,     59826,     60079,     56603,     60130,     58760,     57863,     58074,     58838,     58294,     59680,     58109,     57943,     56874,     58756,     54263
laplap-unstr-idxvar-comp-z-curves-4 ,    double, 512, 512,   5,   8, 508,   1,  64,   1,   5,     64565,     64203,     60838,     76488,     63470,     64273,     66889,     61774,     65120,     64442,     64214,     63396,     60838,     63350,     65855,     64192,     64101,     61746,     62552,     64897,     63930,     66271,     63495,     76488
